id,language,sentence,tokenized_sentence,expression,category,indices
8149,it,Mi piace voltare la faccia alle persone in difficoltà,"['Mi', 'piace', 'voltare', 'la', 'faccia', 'alle', 'persone', 'in', 'difficoltà']",Voltare la faccia,idiomatic,"[2, 4]"
8150,it,"Per sapere cosa bolla in pentola, non resta altro che attendere la riunione del governo.","['Per', 'sapere', 'cosa', 'bolla', 'in', 'pentola', ',', 'non', 'resta', 'altro', 'che', 'attendere', 'la', 'riunione', 'del', 'governo', '.']",Bollire in pentola,idiomatic,"[3, 4, 5]"
8151,it,L'urie e l'ibis hanno entrambi il becco molto lungo,"[""L'urie"", 'e', ""l'ibis"", 'hanno', 'entrambi', 'il', 'becco', 'molto', 'lungo']",Avere il becco lungo,literal,[-1]
8152,it,Ha raggiunto il suo bersaglio grazie al suo talento,"['Ha', 'raggiunto', 'il', 'suo', 'bersaglio', 'grazie', 'al', 'suo', 'talento']",Raggiungere il bersaglio,idiomatic,"[1, 2, 4]"
8153,it,"Smettila di gettare la spugna dopo averla usata una sola volta, è uno spreco","['Smettila', 'di', 'gettare', 'la', 'spugna', 'dopo', 'averla', 'usata', 'una', 'sola', 'volta', ',', 'è', 'uno', 'spreco']",Gettare la spugna,literal,[-1]
8154,it,"Devi smetterla di prenderla con le pinze, è adulta e vaccinata!","['Devi', 'smetterla', 'di', 'prenderla', 'con', 'le', 'pinze', ',', 'è', 'adulta', 'e', 'vaccinata', '!']",Prendere con le pinze,idiomatic,"[3, 4, 5, 6]"
8155,it,"Prendi con le pinze i suoi discorsi filosofici, è tutto fumo e niente arrosto","['Prendi', 'con', 'le', 'pinze', 'i', 'suoi', 'discorsi', 'filosofici', ',', 'è', 'tutto', 'fumo', 'e', 'niente', 'arrosto']",Prendere con le pinze,literal,[-1]
8156,it,Davvero oggi se non metti la mascherina possono metterti dentro?,"['Davvero', 'oggi', 'se', 'non', 'metti', 'la', 'mascherina', 'possono', 'metterti', 'dentro', '?']",Mettere dentro,idiomatic,"[8, 9]"
8157,it,La procura brancola da mesi nel buio ma sicuramente troverà il colpevole,"['La', 'procura', 'brancola', 'da', 'mesi', 'nel', 'buio', 'ma', 'sicuramente', 'troverà', 'il', 'colpevole']",Brancolare nel buio,idiomatic,"[2, 5, 6]"
8158,it,"Il mestolo che ha in mano mia nonna, l'ho intagliato io stesso","['Il', 'mestolo', 'che', 'ha', 'in', 'mano', 'mia', 'nonna', ',', ""l'ho"", 'intagliato', 'io', 'stesso']",Avere il mestolo in mano,literal,[-1]
8159,it,Dante decise di gettare definitivamente la spugna con Beatrice,"['Dante', 'decise', 'di', 'gettare', 'definitivamente', 'la', 'spugna', 'con', 'Beatrice']",Gettare la spugna,idiomatic,"[3, 5, 6]"
8160,it,Se si ritrova in questa situazione è perché ha dato corda ai consigli di Flavia,"['Se', 'si', 'ritrova', 'in', 'questa', 'situazione', 'è', 'perché', 'ha', 'dato', 'corda', 'ai', 'consigli', 'di', 'Flavia']",dare corda,idiomatic,"[9, 10]"
8161,it,"Quando riempiono gli scaffali c'è la gente tra i piedi che sta facendo la spesa, un delirio.","['Quando', 'riempiono', 'gli', 'scaffali', 'c', ""'"", 'è', 'la', 'gente', 'tra', 'i', 'piedi', 'che', 'sta', 'facendo', 'la', 'spesa', ',', 'un', 'delirio', '.']",essere tra i piedi,idiomatic,"[6, 9, 10, 11]"
8162,it,Le ero tra i piedi mentre cercava di cucinare,"['Le', 'ero', 'tra', 'i', 'piedi', 'mentre', 'cercava', 'di', 'cucinare']",essere tra i piedi,idiomatic,"[1, 2, 3, 4]"
8163,it,Non riesco a buttare giù il fatto che mi abbia lasciata,"['Non', 'riesco', 'a', 'buttare', 'giù', 'il', 'fatto', 'che', 'mi', 'abbia', 'lasciata']",Buttare giù,idiomatic,"[3, 4]"
8164,it,Puoi passarmi il mestolo che hai in mano?,"['Puoi', 'passarmi', 'il', 'mestolo', 'che', 'hai', 'in', 'mano', '?']",Avere il mestolo in mano,literal,[-1]
8165,it,"Dovrei prendere con le pinze le sue parole, ma sembra sincero.","['Dovrei', 'prendere', 'con', 'le', 'pinze', 'le', 'sue', 'parole', ',', 'ma', 'sembra', 'sincero', '.']",Prendere con le pinze,idiomatic,"[1, 2, 3, 4]"
8166,it,Gettare la spugna,"['Gettare', 'la', 'spugna']",Gettare la spugna,idiomatic,"[0, 1, 2]"
8167,it,"Mi ha stancata, è sempre tra i piedi e io vorrei solo tranquillità","['Mi', 'ha', 'stancata', ',', 'è', 'sempre', 'tra', 'i', 'piedi', 'e', 'io', 'vorrei', 'solo', 'tranquillità']",essere tra i piedi,idiomatic,"[4, 6, 7, 8]"
8168,it,Hai talmente sonno che non riesci neppure ad aprire gli occhi,"['Hai', 'talmente', 'sonno', 'che', 'non', 'riesci', 'neppure', 'ad', 'aprire', 'gli', 'occhi']",aprire gli occhi,literal,[-1]
8169,it,La mamma mentre lo sgridava aveva il mestolo in mano,"['La', 'mamma', 'mentre', 'lo', 'sgridava', 'aveva', 'il', 'mestolo', 'in', 'mano']",Avere il mestolo in mano,literal,[-1]
8170,it,Mi sono arrabbiata con i bambini perché hanno buttato i fogli al vento,"['Mi', 'sono', 'arrabbiata', 'con', 'i', 'bambini', 'perché', 'hanno', 'buttato', 'i', 'fogli', 'al', 'vento']",Buttare al vento,literal,[-1]
8171,it,"Con i miei modi di fare scherzosi, ho tirato su tutti quanti","['Con', 'i', 'miei', 'modi', 'di', 'fare', 'scherzosi', ',', 'ho', 'tirato', 'su', 'tutti', 'quanti']",Tirare su,idiomatic,"[9, 10]"
8172,it,"Dille di non dare corda a Marco, è un truffatore","['Dille', 'di', 'non', 'dare', 'corda', 'a', 'Marco', ',', 'è', 'un', 'truffatore']",dare corda,idiomatic,"[3, 4]"
8173,it,L'ha voltata proprio bene la faccia,"[""L'ha"", 'voltata', 'proprio', 'bene', 'la', 'faccia']",Voltare la faccia,idiomatic,"[1, 5]"
8174,it,Prendi con le pinze le cotolette dalla padella,"['Prendi', 'con', 'le', 'pinze', 'le', 'cotolette', 'dalla', 'padella']",Prendere con le pinze,literal,[-1]
8175,it,Lui ha ha il mestolo in mano per girare meglio la pasta.,"['Lui', 'ha', 'ha', 'il', 'mestolo', 'in', 'mano', 'per', 'girare', 'meglio', 'la', 'pasta', '.']",Avere il mestolo in mano,idiomatic,"[1, 3, 4, 5, 6]"
8176,it,Se butti qualcosa al vento in volo non lo troverai più,"['Se', 'butti', 'qualcosa', 'al', 'vento', 'in', 'volo', 'non', 'lo', 'troverai', 'più']",Buttare al vento,literal,[-1]
8177,it,"Ho chiesto aiuto a mamma per attaccare il bottone alla camicia, io non so farlo","['Ho', 'chiesto', 'aiuto', 'a', 'mamma', 'per', 'attaccare', 'il', 'bottone', 'alla', 'camicia', ',', 'io', 'non', 'so', 'farlo']",Attaccare bottone,literal,[-1]
8178,it,"Devi dare corda al tuo fidanzato, altrimenti litigherete","['Devi', 'dare', 'corda', 'al', 'tuo', 'fidanzato', ',', 'altrimenti', 'litigherete']",dare corda,idiomatic,"[1, 2]"
8179,it,mi daresti la corda da pacchi?,"['mi', 'daresti', 'la', 'corda', 'da', 'pacchi', '?']",dare corda,literal,[-1]
8180,it,"Ho lavorato tutta la giornata, ho davvero le batterie scariche.","['Ho', 'lavorato', 'tutta', 'la', 'giornata', ',', 'ho', 'davvero', 'le', 'batterie', 'scariche', '.']",Avere le batterie scariche,idiomatic,"[6, 8, 9, 10]"
8181,it,avrei bisogno che mi dessi la corda,"['avrei', 'bisogno', 'che', 'mi', 'dessi', 'la', 'corda']",dare corda,literal,[-1]
8182,it,"Per non prendere la scossa, prendi i cavi elettrici con le pinze","['Per', 'non', 'prendere', 'la', 'scossa', ',', 'prendi', 'i', 'cavi', 'elettrici', 'con', 'le', 'pinze']",Prendere con le pinze,literal,[-1]
8183,it,"Mi piace voltare la faccia mentre mi fotografano, per essere più spontanea","['Mi', 'piace', 'voltare', 'la', 'faccia', 'mentre', 'mi', 'fotografano', ',', 'per', 'essere', 'più', 'spontanea']",Voltare la faccia,literal,[-1]
8184,it,Perfino il detective più famoso del mondo brancolava nel buio dinanzi a quell'indagine,"['Perfino', 'il', 'detective', 'più', 'famoso', 'del', 'mondo', 'brancolava', 'nel', 'buio', 'dinanzi', 'a', ""quell'indagine""]",Brancolare nel buio,idiomatic,"[7, 8, 9]"
8185,it,Quando sei davvero innamorata a volte è difficile aprire gli occhi,"['Quando', 'sei', 'davvero', 'innamorata', 'a', 'volte', 'è', 'difficile', 'aprire', 'gli', 'occhi']",aprire gli occhi,idiomatic,"[8, 9, 10]"
8186,it,"non voglio darti la corda, mi serve","['non', 'voglio', 'darti', 'la', 'corda', ',', 'mi', 'serve']",dare corda,literal,[-1]
8187,it,Non aprire gli occhi con tutta questa luce,"['Non', 'aprire', 'gli', 'occhi', 'con', 'tutta', 'questa', 'luce']",aprire gli occhi,literal,[-1]
8188,it,"Sei tu che mi fai venir voglia di gettare la spugna, Dodiom","['Sei', 'tu', 'che', 'mi', 'fai', 'venir', 'voglia', 'di', 'gettare', 'la', 'spugna', ',', 'Dodiom']",Gettare la spugna,idiomatic,"[8, 9, 10]"
8189,it,Fu beccata mentre non prendeva l'insalata con le pinze e fu licenziata,"['Fu', 'beccata', 'mentre', 'non', 'prendeva', ""l'insalata"", 'con', 'le', 'pinze', 'e', 'fu', 'licenziata']",Prendere con le pinze,literal,[-1]
8190,it,Prendi con le pinze ciò che ti ho raccontato!,"['Prendi', 'con', 'le', 'pinze', 'ciò', 'che', 'ti', 'ho', 'raccontato', '!']",Prendere con le pinze,idiomatic,"[0, 1, 2, 3]"
8191,it,Dentro il dolce ci mettiamo un sacco di crema al cioccolato - ho fame,"['Dentro', 'il', 'dolce', 'ci', 'mettiamo', 'un', 'sacco', 'di', 'crema', 'al', 'cioccolato', '-', 'ho', 'fame']",Mettere dentro,literal,[-1]
8192,it,"Vai a mettere le valigie dentro il cofano, si parte!","['Vai', 'a', 'mettere', 'le', 'valigie', 'dentro', 'il', 'cofano', ',', 'si', 'parte', '!']",Mettere dentro,literal,[-1]
8193,it,Prendi con le pinze le perline che si sono staccate dal tessuto,"['Prendi', 'con', 'le', 'pinze', 'le', 'perline', 'che', 'si', 'sono', 'staccate', 'dal', 'tessuto']",Prendere con le pinze,idiomatic,"[0, 1, 2, 3]"
8194,it,"Il mio motto è ""coltivare il proprio orto per non sbagliare""","['Il', 'mio', 'motto', 'è', '``', 'coltivare', 'il', 'proprio', 'orto', 'per', 'non', 'sbagliare', ""''""]",Coltivare il proprio orto,idiomatic,"[6, 7, 8]"
8195,it,Il cane non dovrebbe avere il mestolo in mano in casa,"['Il', 'cane', 'non', 'dovrebbe', 'avere', 'il', 'mestolo', 'in', 'mano', 'in', 'casa']",Avere il mestolo in mano,idiomatic,"[4, 5, 6, 7, 8]"
8196,it,"Non so proprio come risolvere questo problema, sto brancolando nel buio","['Non', 'so', 'proprio', 'come', 'risolvere', 'questo', 'problema', ',', 'sto', 'brancolando', 'nel', 'buio']",Brancolare nel buio,idiomatic,"[9, 10, 11]"
8197,it,"Tornato da scuola vidi mia nonna che aveva il mestolo in mano, intenta a preparare il pranzo","['Tornato', 'da', 'scuola', 'vidi', 'mia', 'nonna', 'che', 'aveva', 'il', 'mestolo', 'in', 'mano', ',', 'intenta', 'a', 'preparare', 'il', 'pranzo']",Avere il mestolo in mano,literal,[-1]
8198,it,"Il cuoco, mentre aveva il mestolo in mano, assaggiava il sugo con il cucchiaio","['Il', 'cuoco', ',', 'mentre', 'aveva', 'il', 'mestolo', 'in', 'mano', ',', 'assaggiava', 'il', 'sugo', 'con', 'il', 'cucchiaio']",Avere il mestolo in mano,literal,[-1]
8199,it,La bottiglia è tra i piedi del comodino.,"['La', 'bottiglia', 'è', 'tra', 'i', 'piedi', 'del', 'comodino', '.']",essere tra i piedi,literal,[-1]
8200,it,Ho dovuto portare di corsa a casa la macchina perché era quasi a secco,"['Ho', 'dovuto', 'portare', 'di', 'corsa', 'a', 'casa', 'la', 'macchina', 'perché', 'era', 'quasi', 'a', 'secco']",Portare a casa,literal,[-1]
8201,it,Non vi sopporto più: avete il becco troppo lungo,"['Non', 'vi', 'sopporto', 'più', ':', 'avete', 'il', 'becco', 'troppo', 'lungo']",Avere il becco lungo,idiomatic,"[5, 6, 7, 9]"
8202,it,"Il mio sarto di fiducia non mi attacca solo bottoni, mi ha persino confezionato un vestito su misura.","['Il', 'mio', 'sarto', 'di', 'fiducia', 'non', 'mi', 'attacca', 'solo', 'bottoni', ',', 'mi', 'ha', 'persino', 'confezionato', 'un', 'vestito', 'su', 'misura', '.']",Attaccare bottone,literal,[-1]
8203,it,"Vorrei smettere di brancolare nel buio, ma non ho piste","['Vorrei', 'smettere', 'di', 'brancolare', 'nel', 'buio', ',', 'ma', 'non', 'ho', 'piste']",Brancolare nel buio,idiomatic,"[3, 4, 5]"
8204,it,puoi darle la corda che ti ha chiesto?,"['puoi', 'darle', 'la', 'corda', 'che', 'ti', 'ha', 'chiesto', '?']",dare corda,literal,[-1]
8205,it,Mi ha voltato la faccia senza un perché,"['Mi', 'ha', 'voltato', 'la', 'faccia', 'senza', 'un', 'perché']",Voltare la faccia,idiomatic,"[2, 4]"
8206,it,Carlo ha il becco lungo,"['Carlo', 'ha', 'il', 'becco', 'lungo']",Avere il becco lungo,idiomatic,"[1, 2, 3, 4]"
8207,it,"Quando si tratta di risolvere problemi, Mina ha sempre il mestolo in mano","['Quando', 'si', 'tratta', 'di', 'risolvere', 'problemi', ',', 'Mina', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano']",Avere il mestolo in mano,idiomatic,"[8, 10, 11, 12, 13]"
8208,it,Dopo quel litigio ha buttato le nostre foto al vento,"['Dopo', 'quel', 'litigio', 'ha', 'buttato', 'le', 'nostre', 'foto', 'al', 'vento']",Buttare al vento,literal,[-1]
8209,it,"Difronte al problema, ha voltato la faccia","['Difronte', 'al', 'problema', ',', 'ha', 'voltato', 'la', 'faccia']",Voltare la faccia,idiomatic,"[5, 7]"
8210,it,La situazione è su un binario morto,"['La', 'situazione', 'è', 'su', 'un', 'binario', 'morto']",Essere su un binario morto,idiomatic,"[2, 3, 4, 5, 6]"
8211,it,Ho detto a mia nonna di non dare corda agli estranei,"['Ho', 'detto', 'a', 'mia', 'nonna', 'di', 'non', 'dare', 'corda', 'agli', 'estranei']",dare corda,idiomatic,"[7, 8]"
8212,it,Credeva di essere su un binario morto,"['Credeva', 'di', 'essere', 'su', 'un', 'binario', 'morto']",Essere su un binario morto,idiomatic,"[2, 3, 4, 5, 6]"
8213,it,Sull'autobus stai molto attento a chi ha le mani lunghe,"[""Sull'autobus"", 'stai', 'molto', 'attento', 'a', 'chi', 'ha', 'le', 'mani', 'lunghe']",Aver le mani lunghe,idiomatic,"[6, 7, 8, 9]"
8214,it,Ho gettato la spugna nell'acqua e si è bagnata,"['Ho', 'gettato', 'la', 'spugna', ""nell'acqua"", 'e', 'si', 'è', 'bagnata']",Gettare la spugna,literal,[-1]
8215,it,Sto buttando al vento l'occasione di vincere un buono Amazon!,"['Sto', 'buttando', 'al', 'vento', ""l'occasione"", 'di', 'vincere', 'un', 'buono', 'Amazon', '!']",Buttare al vento,idiomatic,"[1, 2, 3]"
8216,it,Non ho dato corda a lui perché non mi fidavo,"['Non', 'ho', 'dato', 'corda', 'a', 'lui', 'perché', 'non', 'mi', 'fidavo']",dare corda,idiomatic,"[2, 3]"
8217,it,Sono astemio e appena ho un po' di birra in corpo mi sento male.,"['Sono', 'astemio', 'e', 'appena', 'ho', 'un', 'po', ""'"", 'di', 'birra', 'in', 'corpo', 'mi', 'sento', 'male', '.']",avere birra in corpo,literal,[-1]
8218,it,Ho detto a Flavia di dare corda a Claudio perché è un ragazzo intelligente,"['Ho', 'detto', 'a', 'Flavia', 'di', 'dare', 'corda', 'a', 'Claudio', 'perché', 'è', 'un', 'ragazzo', 'intelligente']",dare corda,idiomatic,"[5, 6]"
8219,it,Mi sono piaciute molto le polpette che hai messo dentro al sugo,"['Mi', 'sono', 'piaciute', 'molto', 'le', 'polpette', 'che', 'hai', 'messo', 'dentro', 'al', 'sugo']",Mettere dentro,literal,[-1]
8220,it,voglio voltare la faccia quando voglio e a chi voglio,"['voglio', 'voltare', 'la', 'faccia', 'quando', 'voglio', 'e', 'a', 'chi', 'voglio']",Voltare la faccia,idiomatic,"[1, 3]"
8221,it,Non buttare al vento i tuoi sogni,"['Non', 'buttare', 'al', 'vento', 'i', 'tuoi', 'sogni']",Buttare al vento,idiomatic,"[1, 2, 3]"
8222,it,Ho buttato al vento un bastoncino ma il mio cane non me l’ha riportato,"['Ho', 'buttato', 'al', 'vento', 'un', 'bastoncino', 'ma', 'il', 'mio', 'cane', 'non', 'me', 'l', '’', 'ha', 'riportato']",Buttare al vento,literal,[-1]
8223,it,L'unico modo per fare dormire i bambini è far sì che arrivino a sera che hanno le batterie scariche,"[""L'unico"", 'modo', 'per', 'fare', 'dormire', 'i', 'bambini', 'è', 'far', 'sì', 'che', 'arrivino', 'a', 'sera', 'che', 'hanno', 'le', 'batterie', 'scariche']",Avere le batterie scariche,idiomatic,"[15, 16, 17, 18]"
8224,it,"Sto buttando giù delle idee, mi serve ispirazione","['Sto', 'buttando', 'giù', 'delle', 'idee', ',', 'mi', 'serve', 'ispirazione']",Buttare giù,idiomatic,"[1, 2]"
8225,it,Adesso devi solo concentrarti e raggiungere il bersaglio.,"['Adesso', 'devi', 'solo', 'concentrarti', 'e', 'raggiungere', 'il', 'bersaglio', '.']",Raggiungere il bersaglio,idiomatic,"[5, 6, 7]"
8226,it,Coltiva esclusivamente quando può il proprio orto,"['Coltiva', 'esclusivamente', 'quando', 'può', 'il', 'proprio', 'orto']",Coltivare il proprio orto,literal,[-1]
8227,it,Perché hai deciso di dare corda a lei?,"['Perché', 'hai', 'deciso', 'di', 'dare', 'corda', 'a', 'lei', '?']",dare corda,idiomatic,"[4, 5]"
8228,it,"Appoggia il mestolo che hai in mano sul tavolo, per favore","['Appoggia', 'il', 'mestolo', 'che', 'hai', 'in', 'mano', 'sul', 'tavolo', ',', 'per', 'favore']",Avere il mestolo in mano,literal,[-1]
8229,it,Ha paura di ritrovarsi a brancolare nel buio per questo ha lanterne per tutta la casa,"['Ha', 'paura', 'di', 'ritrovarsi', 'a', 'brancolare', 'nel', 'buio', 'per', 'questo', 'ha', 'lanterne', 'per', 'tutta', 'la', 'casa']",Brancolare nel buio,literal,[-1]
8230,it,Hanno detto che ero sempre  tra i piedi e me ne sono andata,"['Hanno', 'detto', 'che', 'ero', 'sempre', 'tra', 'i', 'piedi', 'e', 'me', 'ne', 'sono', 'andata']",essere tra i piedi,idiomatic,"[3, 5, 6, 7]"
8231,it,"Non mi piace questa spugna, la getterò nella spazzatura","['Non', 'mi', 'piace', 'questa', 'spugna', ',', 'la', 'getterò', 'nella', 'spazzatura']",Gettare la spugna,literal,[-1]
8232,it,Mettiamo a posto le cose dentro questa relazione,"['Mettiamo', 'a', 'posto', 'le', 'cose', 'dentro', 'questa', 'relazione']",Mettere dentro,idiomatic,"[0, 5]"
8233,it,Alla luna abbaiano solo i cani quindi prova a parlare in modo calmo,"['Alla', 'luna', 'abbaiano', 'solo', 'i', 'cani', 'quindi', 'prova', 'a', 'parlare', 'in', 'modo', 'calmo']",abbaiare alla luna,idiomatic,"[2, 0, 1]"
8234,it,"Se si coltiva il proprio orto, mente e corpo ne trarranno beneficio","['Se', 'si', 'coltiva', 'il', 'proprio', 'orto', ',', 'mente', 'e', 'corpo', 'ne', 'trarranno', 'beneficio']",Coltivare il proprio orto,literal,[-1]
8235,it,Non ho saputo gestire la situazione e ho buttato tutto al vento,"['Non', 'ho', 'saputo', 'gestire', 'la', 'situazione', 'e', 'ho', 'buttato', 'tutto', 'al', 'vento']",Buttare al vento,idiomatic,"[8, 10, 11]"
8236,it,Giuseppe vedo che non getti la spugna anche se hai detto di farlo,"['Giuseppe', 'vedo', 'che', 'non', 'getti', 'la', 'spugna', 'anche', 'se', 'hai', 'detto', 'di', 'farlo']",Gettare la spugna,idiomatic,"[4, 5, 6]"
8237,it,Prendi con le pinze i fili e uniscili,"['Prendi', 'con', 'le', 'pinze', 'i', 'fili', 'e', 'uniscili']",Prendere con le pinze,literal,[-1]
8238,it,Mi hai fatto gettare la spugna,"['Mi', 'hai', 'fatto', 'gettare', 'la', 'spugna']",Gettare la spugna,idiomatic,"[3, 4, 5]"
8239,it,Ho preso con le pinze i tuoi suggerimenti e ho fatto bene,"['Ho', 'preso', 'con', 'le', 'pinze', 'i', 'tuoi', 'suggerimenti', 'e', 'ho', 'fatto', 'bene']",Prendere con le pinze,idiomatic,"[1, 2, 3, 4]"
8240,it,"Quando si tratta di lavori di casa, papà ha sempre il mestolo in mano","['Quando', 'si', 'tratta', 'di', 'lavori', 'di', 'casa', ',', 'papà', 'ha', 'sempre', 'il', 'mestolo', 'in', 'mano']",Avere il mestolo in mano,idiomatic,"[9, 11, 12, 13, 14]"
8241,it,È stato fermato dalla polizia perché aveva tanta birra in corpo.,"['È', 'stato', 'fermato', 'dalla', 'polizia', 'perché', 'aveva', 'tanta', 'birra', 'in', 'corpo', '.']",avere birra in corpo,literal,[-1]
8242,it,Se vuoi avere il mestolo in mano non ti fermerò,"['Se', 'vuoi', 'avere', 'il', 'mestolo', 'in', 'mano', 'non', 'ti', 'fermerò']",Avere il mestolo in mano,idiomatic,"[2, 3, 4, 5, 6]"
8243,it,Non buttare tutto al vento!,"['Non', 'buttare', 'tutto', 'al', 'vento', '!']",Buttare al vento,idiomatic,"[1, 3, 4]"
8244,it,Gettate la spugna in quel bidone,"['Gettate', 'la', 'spugna', 'in', 'quel', 'bidone']",Gettare la spugna,literal,[-1]
8245,it,Raggiungere il bersaglio sarà difficile ma non mollare mai,"['Raggiungere', 'il', 'bersaglio', 'sarà', 'difficile', 'ma', 'non', 'mollare', 'mai']",Raggiungere il bersaglio,idiomatic,"[0, 1, 2]"
8246,it,"Stai brancolando ancora nel buio, il cane non c'entra nulla con quei graffi sul divano.","['Stai', 'brancolando', 'ancora', 'nel', 'buio', ',', 'il', 'cane', 'non', ""c'entra"", 'nulla', 'con', 'quei', 'graffi', 'sul', 'divano', '.']",Brancolare nel buio,idiomatic,"[1, 3, 4]"
8247,it,Per raggiungere il proprio bersaglio non è corretto barare,"['Per', 'raggiungere', 'il', 'proprio', 'bersaglio', 'non', 'è', 'corretto', 'barare']",Raggiungere il bersaglio,idiomatic,"[1, 2, 4]"
8248,it,Coltivare il proprio orto può essere un ottimo hobby,"['Coltivare', 'il', 'proprio', 'orto', 'può', 'essere', 'un', 'ottimo', 'hobby']",Coltivare il proprio orto,literal,[-1]
